GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,Total; Estimate; All households - With earnings,Total; Margin of Error; All households - With earnings,Mean income (dollars); Estimate; All households - With earnings,Mean income (dollars); Margin of Error; All households - With earnings,"Total; Estimate; All households - With interest, dividends, or net rental income","Total; Margin of Error; All households - With interest, dividends, or net rental income","Mean income (dollars); Estimate; All households - With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; All households - With interest, dividends, or net rental income",Total; Estimate; All households - With Social Security income,Total; Margin of Error; All households - With Social Security income,Mean income (dollars); Estimate; All households - With Social Security income,Mean income (dollars); Margin of Error; All households - With Social Security income,Total; Estimate; All households - With Supplemental Security Income (SSI),Total; Margin of Error; All households - With Supplemental Security Income (SSI),Mean income (dollars); Estimate; All households - With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; All households - With Supplemental Security Income (SSI),Total; Estimate; All households - With cash public assistance income,Total; Margin of Error; All households - With cash public assistance income,Mean income (dollars); Estimate; All households - With cash public assistance income,Mean income (dollars); Margin of Error; All households - With cash public assistance income,Total; Estimate; All households - With retirement income,Total; Margin of Error; All households - With retirement income,Mean income (dollars); Estimate; All households - With retirement income,Mean income (dollars); Margin of Error; All households - With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Mean income (dollars); Estimate; White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months
8600000US06390,06390,ZCTA5 06390,121,41,154017,24658,72.7,23.4,132245,44232,47.1,25.4,59030,31139,43.0,19.3,14769,2398,0.0,23.3,-,**,0.0,23.3,-,**,23.1,22.8,96254,68622,78,32,154847,13782,17.9,27.0,N,N,21.8,25.4,N,N,42.3,18.7,N,N,0.0,32.7,N,N,17.9,17.2,N,N,0.0,32.7,N,N,291,113,64673,16980,100.0,10.6,64673,16980,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,0.0,10.6,-,**,100.0,10.6,64673,16980,45.5,(X),(X),(X),70.5,(X),(X),(X),44.1,(X),(X),(X)
8600000US10001,10001,ZCTA5 10001,11024,474,157557,27854,80.6,2.5,165562,19948,30.1,2.8,50962,42795,18.5,2.5,17510,1357,2.6,1.0,7252,1535,2.7,1.0,5222,1864,10.4,1.6,26092,4414,3159,367,193896,30977,9.5,3.7,37292,16331,29.5,6.5,186190,75647,38.4,6.2,281962,44776,13.1,5.1,85957,23479,7.7,3.2,169572,65728,1.7,1.7,163256,80722,21966,1552,82166,15066,63.5,4.8,102912,21715,10.8,4.9,22046,13184,0.3,0.2,56503,39325,17.5,2.5,67881,16423,0.0,0.1,-,**,3.1,2.3,17461,5891,4.9,1.6,38292,17917,15.2,3.1,32222,9481,54.2,4.2,114394,24885,19.7,(X),(X),(X),24.9,(X),(X),(X),19.5,(X),(X),(X)
8600000US10002,10002,ZCTA5 10002,32467,571,60347,2446,68.3,1.9,74637,3596,16.0,1.5,9230,2144,31.0,1.8,11440,472,13.7,1.5,7672,396,4.9,0.9,4003,758,11.6,1.1,16494,2204,17670,740,56401,3207,25.1,2.7,17566,1777,36.5,3.0,51179,5635,18.7,2.2,109671,12100,11.1,1.7,55204,6058,3.7,1.1,76606,11912,5.0,1.4,78685,16047,82191,2595,26227,1218,31.1,1.8,45792,3189,7.4,1.1,18584,2944,0.2,0.1,11618,4640,44.4,2.0,17855,1406,0.0,0.1,N,N,13.1,1.8,13532,1484,3.8,0.8,23602,6422,25.8,2.0,15080,1168,20.6,1.6,60784,4194,33.6,(X),(X),(X),36.1,(X),(X),(X),27.6,(X),(X),(X)
8600000US10003,10003,ZCTA5 10003,27505,517,146769,8188,85.2,1.6,148510,8679,36.8,2.3,36531,6976,16.7,1.6,18434,1028,1.2,0.4,10556,3917,0.8,0.4,5952,2266,7.9,1.0,27385,3527,7402,546,210930,20053,10.0,2.6,81647,31450,28.3,4.3,178068,36857,52.8,5.0,261748,29953,6.2,1.9,152687,40156,1.7,1.0,238249,74896,1.1,0.8,76348,28956,57310,1844,74189,4400,77.6,1.8,80078,4262,4.1,0.8,28827,15424,0.3,0.2,2038,1410,13.4,1.5,63833,15322,0.0,0.1,N,N,1.6,0.6,45220,16816,3.0,0.6,52448,19781,7.3,1.0,40137,8386,72.6,1.8,82831,4451,22.4,(X),(X),(X),23.5,(X),(X),(X),26.2,(X),(X),(X)
8600000US10004,10004,ZCTA5 10004,1430,214,206142,42751,93.9,6.4,204630,42436,37.3,9.9,28543,24360,1.6,1.5,15852,8435,0.0,2.2,-,**,0.0,2.2,-,**,0.6,1.0,52475,31,459,120,285900,54648,0.0,6.8,-,**,22.0,11.5,169215,133599,65.1,16.0,345600,78958,12.9,12.4,183107,54835,0.0,6.8,-,**,0.0,6.8,-,**,2807,450,108786,23184,79.8,5.8,119885,28697,3.6,2.3,37478,40771,0.0,1.1,-,**,13.8,5.2,76526,26551,0.0,1.1,-,**,0.7,1.2,N,N,2.1,1.8,39335,43071,9.7,4.8,80346,35514,71.8,6.4,124931,31586,16.2,(X),(X),(X),20.7,(X),(X),(X),12.4,(X),(X),(X)
8600000US10005,10005,ZCTA5 10005,3725,351,178458,26328,93.6,3.3,187091,26864,27.1,5.8,8907,3954,0.6,1.0,22904,7,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,885,194,266957,61900,1.7,2.9,N,N,29.8,11.6,N,N,61.8,13.5,N,N,6.7,7.6,N,N,0.0,3.6,N,N,0.0,3.6,N,N,6822,783,102849,14706,74.4,4.5,100579,11444,1.5,1.2,123184,30458,0.0,0.1,N,N,21.1,4.3,117088,47743,0.0,0.5,-,**,1.2,1.2,63724,24967,1.7,1.4,34459,21364,5.0,2.4,44903,13710,70.9,4.7,103114,11697,15.5,(X),(X),(X),7.6,(X),(X),(X),10.7,(X),(X),(X)
8600000US10006,10006,ZCTA5 10006,1598,206,149520,22249,96.3,2.5,150606,22284,27.7,7.0,10673,8308,2.4,0.9,22587,5634,0.0,2.0,-,**,0.8,1.4,408,14,1.8,1.9,9418,6,300,103,261065,67762,0.0,10.3,-,**,18.7,14.9,168321,35696,81.3,14.9,282351,84900,0.0,10.3,-,**,0.0,10.3,-,**,0.0,10.3,-,**,2507,381,101271,15361,70.2,7.4,106677,20657,3.9,2.8,86234,74681,0.0,1.3,-,**,18.9,6.7,91691,16552,0.0,1.3,-,**,1.3,2.1,N,N,5.7,3.8,75023,52500,7.2,3.9,40986,27897,65.6,7.8,111014,21936,22.0,(X),(X),(X),17.0,(X),(X),(X),18.1,(X),(X),(X)
8600000US10007,10007,ZCTA5 10007,2595,208,385882,44587,95.1,2.3,374184,42366,45.3,6.9,58281,29087,4.8,2.3,22064,6996,1.2,1.3,2845,1926,0.6,1.0,4356,10,4.6,2.2,39582,11673,1306,235,501211,76757,3.7,3.2,N,N,23.8,9.6,N,N,68.5,9.8,N,N,1.8,1.9,N,N,2.2,2.5,N,N,0.0,2.5,N,N,6525,640,157713,18160,70.1,4.6,185735,23381,6.3,2.7,26255,16986,0.0,0.5,-,**,15.7,4.3,142456,40718,0.0,0.5,-,**,2.4,1.1,31070,38012,5.4,2.0,48721,85986,7.9,2.2,82609,69263,66.5,5.0,187086,23276,22.1,(X),(X),(X),21.5,(X),(X),(X),25.0,(X),(X),(X)
8600000US10009,10009,ZCTA5 10009,29565,432,85508,4670,76.0,1.8,98983,5863,18.2,1.6,14630,5339,22.4,1.6,13879,836,8.0,0.9,8876,611,4.1,0.9,3647,828,11.1,1.5,22216,3772,11033,583,103151,9185,18.0,2.4,27546,5624,37.0,3.3,73793,11214,28.3,3.6,196790,24313,10.8,2.5,74745,10767,2.6,0.9,155321,47813,3.3,1.6,95301,22837,62810,1747,43893,2460,59.8,2.2,56720,3860,7.2,1.0,22383,4251,0.2,0.1,8593,3769,15.3,1.5,32021,4886,0.3,0.3,71165,65632,14.1,1.9,16129,2431,3.3,0.7,31008,7251,25.3,1.8,20529,3114,49.8,2.2,62877,4301,24.7,(X),(X),(X),26.7,(X),(X),(X),21.1,(X),(X),(X)
