RegionID,RegionName,City,State,Metro,CountyName,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
27182,South Ozone Park,New York,NY,New York,Queens,0,117.13484354354358,123.73652666666672,132.87374166666663,142.42684545454543,150.5716666666667,0,218.25860222088832,250.94344999999998,303.07764166666664,353.8861749999999,364.8756916666666,330.2427734529561,269.23103019457614,244.64709999999997,259.4825476681395,278.1064208988764,293.07974562211984,287.35809,314.8268642570281,330.82047142857147
196538,Murray Hill,New York,NY,New York,Queens,0,132.910456081081,143.2637581674432,157.77935000000002,177.70065176000975,213.2919,0,285.6685804421768,336.889425,364.5937727272728,389.83742222222224,380.21538333333336,411.5405083333333,391.0755386254225,375.9670909090909,379.578975,399.7546782758621,383.02988888888893,438.78644444444444,478.84923636363635,504.45851362318837
403131,Sheepshead Bay,New York,NY,New York,Kings,111.842105263158,129.73666199099065,146.49895554494515,148.613162962963,156.0215755149934,210.17852357723567,0,0,301.2666835399552,340.70141818181816,356.41180999999995,340.1274125,376.49165,324.799019247886,317.56144775559585,359.62659499121276,365.521003818876,390.61052139466324,385.91489311475397,421.31616725475476,423.28868
403215,Gravesend,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,301.24413200515534,0,294.312169312169,0,0,0,0,0,356.679636835279,410.5468031651755,430.211771177118,528.9871258940062,0
273757,Forest Hills,New York,NY,New York,Queens,0,147.76725407066039,154.90718571428573,173.5958022094022,205.194953305785,221.9565238916255,0,0,336.58111582010594,384.9685454545454,446.34422160214166,438.45359687066286,0,426.64370814916066,441.4590818181818,446.45682857142856,453.807537254902,440.86669927849937,439.746486686413,533.876844211687,531.3426666666666
270829,East Village,New York,NY,New York,New York,0,0,0,0,0,0,0,0,0,851.7432980572305,923.076923076923,1171.429248739495,1255.9354245395386,0,1056.7404374641433,1199.281495238095,0,1349.504124561405,1573.3115670682735,0,0
18071,Far Rockaway,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,203.62315770200001,222.555545728081,252.10325367231636,0,0,0,0,0,0,0,0,0,0
45032,East Elmhurst,New York,NY,New York,Queens,0,106.81071587301567,109.18062561592549,127.32674784221275,130.922693266833,132.846669806094,0,240.492170022371,241.86366333333325,303.80137272727274,345.9056,365.94372328569705,0,0,0,0,0,0,347.005208333333,327.4472843434345,0
274117,Jackson Heights,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,266.621899745352,0,0,0,0,0,0,0,0,0,0,0,0
270886,Midwood,New York,NY,New York,Kings,0,142.7365567503925,133.5653828554595,185.116154472234,195.0613251458886,195.0648,0,0,327.8322086956522,339.75171930426615,368.010356525698,387.09892151162796,0,0,0,398.264984227129,343.23435,353.4291375383314,379.750457875458,440.6976852629027,540.5738341419586
274415,Flatlands,New York,NY,New York,Kings,107.83931490727888,118.45240999999999,117.22967262996939,133.36545454545455,133.9968789725331,153.95510000000002,0,243.161094224924,230.91670394736843,282.3342333333333,310.7703083333334,346.27540000000005,280.024509803922,261.05764999999997,280.6146482281483,0,0,297.619047619048,0,325.755343391482,0
26352,Ozone Park,New York,NY,New York,Queens,112.5555,115.57631819912001,116.91797470542025,126.33935694444449,139.079974390244,150.37419999999997,0,238.768075,248.20554666666666,299.54366363636365,330.42926363636366,333.62616338733426,324.409382069971,280.110311793395,227.414330218069,0,0,0,240.143369175627,321.4868207207207,323.0135
275115,Queens Village,New York,NY,New York,Queens,0,111.61650033670035,115.32211666666666,128.01960000000003,133.07207272727274,157.6855666666667,0,207.3878578753776,230.81634166666666,273.6538666666666,311.41155,332.42844999999994,301.3662179436303,264.6313200818382,259.80004,250.9859724767894,254.03606,256.14453569449944,260.09221022727274,294.4470727272727,313.39518
197044,Park Slope,New York,NY,New York,Kings,0,0,0,0,219.742489270386,0,0,0,552.041720204466,621.7163400000001,762.7818116389137,880.2094806490917,899.981727014218,637.6613186057797,616.1517363636364,670.5305099999999,705.0130330232558,793.1131421002839,933.0074727272728,1118.1130136752133,1080.2953874567934
273860,Gramercy,New York,NY,New York,New York,0,0,293.50942857142866,371.046228710462,380.0,0,0,0,653.3197808345512,799.2781447320676,955.7894854021,1066.8663075857733,1155.0704963118583,0,1020.3375660150377,1099.31549391086,986.8774973987942,1132.7034746178986,1392.101056212314,1273.811638294995,1239.00293255132
276128,Richmond Hill,New York,NY,New York,Queens,0,0,90.4675166970249,114.209827357238,146.861924686192,142.85608632478633,0,0,225.61734728437386,292.6889714397496,318.4854042589197,0,0,223.156532988357,0,0,0,292.592592592593,0,284.94623655914,317.540322580645
193189,Bay Ridge,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,373.774509803922,377.46806039489,0,0,0,0,480.2494797297295,494.62361176470597,444.81151143985517,501.98179447972007,500.5533897792485,518.6006284153004,570.1367528881556
193182,Bath Beach,New York,NY,New York,Kings,0,0,0,0,164.650537634409,0,0,0,444.44654704142,404.971202469744,419.0828,0,0,365.0728,0,0,0,0,416.092774308653,0,0
37309,Bayside,New York,NY,New York,Queens,170.3097,152.6713653834309,170.55346666666668,182.29464545454547,211.98361111111114,230.46523333333334,0,323.17148815136704,342.0740916666667,391.7709454545454,415.6228416666666,430.39851,424.9747613985685,407.22777999999994,399.09227500000003,430.29418333333336,420.01670909090905,425.9433916666667,471.4692424793667,498.44020833333326,528.0402285714287
5837,Maspeth,New York,NY,New York,Queens,0,131.3060897435895,122.05340000000001,140.1140074418604,164.36170785785782,204.724409448819,0,202.850877192982,275.2071519216135,328.02627478638544,367.01213636363633,355.1047588208922,350.10010553477935,341.40936821844235,275.805570726379,383.542328876679,348.654254708118,343.4922512044818,496.683250414594,380.621530894309,409.22619047619
270850,Hamilton Heights,New York,NY,New York,New York,0,0,0,0,0,0,0,0,0,0,0,535.648994515539,0,0,0,0,0,0,0,0,0
276254,Chelsea,New York,NY,New York,New York,0,0,323.383084577114,0,0,0,0,0,793.9517722222223,931.5169305869144,1067.8221833333334,1130.024477777778,1239.617384356859,1188.6295166666666,1108.0689363636366,1197.6427833333335,1222.9996272727274,1416.4628583333333,1524.598715598622,1704.1521800000003,1696.7352936652298
275620,Sunnyside,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,0,0,0,0,0,586.816720257235,0,0,0,0,0,0,0
195133,Greenwich Village,New York,NY,New York,New York,0,0,397.8705097122303,0,0,519.56745623069,0,0,834.2847208955224,979.166666666667,1192.14586255259,1176.7225369971488,1485.5155509433969,0,1461.6504126539232,0,1877.78418409091,1474.77360931436,1598.17351598174,0,1788.17056396149
193974,Coney Island,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,220.3125,0,0,0,0,0,0,0,0,0,0,0,0
6719,Rego Park,New York,NY,New York,Queens,0,0,0,172.60579064588,0,0,0,0,309.77775276941435,361.5223419831224,383.93868090259923,358.527131782946,0,0,0,0,0,412.84143058186737,425.851490130593,0,0
57348,Kew Gardens Hills,New York,NY,New York,Queens,0,0,130.28949488352748,148.944177124183,167.901234567901,0,0,239.166666666667,280.5528154229649,322.008515227977,415.032679738562,358.2136307189542,340.3536285714285,320.82957543307083,327.3273624856155,331.12582781457,346.3353176924313,348.54559386369937,372.74748679093676,448.80401072379567,473.780657748049
343211,Parkchester,New York,NY,New York,Bronx,0,22.2824956672444,34.2482637030995,40.7830342577488,49.31535882647625,57.0962479608483,0,88.0676567032967,102.9987452071006,125.10295,159.87885833333334,177.71608333333336,186.1927181818182,161.85367381864626,157.80301426417375,149.37074809384168,148.241206030151,0,154.85983252551432,161.30905954322998,163.19998333333334
270903,Ocean Parkway,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,297.4298861995145,0,0,370.229007633588,0,0,0,0,0,0,0,731.4453125,0
49994,Woodhaven,New York,NY,New York,Queens,108.761329305136,106.015779092702,112.0326081282166,118.96945665722366,142.90746743542468,148.01526666666666,0,216.049382716049,241.17432333333326,280.3416777777778,310.89415118273206,340.0996954186727,0,255.988023952096,0,0,0,259.6874285060625,257.749712973594,315.078769692423,329.439252336449
194318,Dyker Heights,New York,NY,New York,Kings,0,0,0,0,171.164772727273,0,0,0,328.6802432145922,0,328.185328185328,432.046979865772,0,0,0,0,0,0,0,0,0
343225,Wakefield,New York,NY,New York,Bronx,0,0,0,124.421296296296,0,0,0,0,195.048581461794,236.9987639895014,297.9869102223657,0,0,0,0,0,0,0,0,0,0
403210,Melrose,New York,NY,New York,Bronx,0,0,0,0,0,0,0,0,407.247627264884,577.9548093731423,0,0,0,0,0,0,0,0,0,0,0
275552,St. Albans,New York,NY,New York,Queens,0,0,103.5107272220675,125.26850150300099,134.59069023094216,127.916,0,187.88928064516134,205.06588328584994,248.30381666666668,282.0148583333333,282.02288729121284,272.28675555555554,234.16007968816803,218.3876336734695,227.6063521934534,250.651041666667,235.43078663505798,216.126425108225,284.14215686274554,270.946317400413
343210,Throggs Neck,New York,NY,New York,Bronx,0,109.803921568627,129.2513919147905,129.817391176737,143.1627888372092,135.9586,0,185.18783246137997,220.006475,263.47707499999996,296.57812833333344,316.39947555555557,273.358585858586,281.531531531532,0,241.354975299929,0,222.103386809269,326.666666666667,256.992577003852,265.473441108545
25160,Hollis,New York,NY,New York,Queens,86.1733,97.4750244655082,108.2027797697225,109.60370272108848,118.02535991228218,130.65465,0,169.78677848027849,200.93555654712264,239.20731666666669,267.3691333333333,291.4263125,256.166982922201,243.46364187250077,217.9679814562825,0,0,240.06511933174198,0,259.29865802469135,0
276060,Whitestone,New York,NY,New York,Queens,0,139.00501595997102,149.052314092664,174.18870258064516,224.8833643274855,218.2484,0,0,353.3030384848485,396.08587500000004,426.1557692778403,413.0893096599801,370.34531268891726,379.36494652014653,445.2284333333334,431.506849315069,408.6879985328107,426.47712780697555,447.5684752136752,437.44124699410594,523.983063888889
273766,Fort Greene,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,492.5417329268295,0,0,0,619.158878504673,572.7776394407651,596.5252,0,785.7332821233365,0,0,0
273903,Greenwood,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,371.7346042742655,0,0,0,0,0,0,0,627.9224068684634,0,0,0
270848,Greenpoint,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541.1434750000001,0,0,913.984749455338,0,0
403110,Rochdale,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,230.39699163566942,287.900874635569,258.333333333333,0,0,0,0,0,0,0,0,0,0
276345,Glendale,New York,NY,New York,Queens,0,0,0,0,138.020833333333,0,0,0,273.76641111111104,341.94781788617894,332.32390712151897,0,0,275.974025974026,0,0,0,0,0,351.941747572816,0
196338,Middle Village,New York,NY,New York,Queens,0,124.305555555556,151.5143992055615,164.09405676905567,0,0,0,0,280.58252610096673,369.3222656862745,369.8321712258269,372.905475018235,326.324412889132,316.6561721247563,346.8500868421053,444.837332104832,377.95101706744856,364.09646481481474,380.46529401709404,443.95858877217546,443.26155
270855,Homecrest,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376.223634053367,0,0,0,0,0
27225,Spring Valley,Ramapo,NY,New York,Rockland,0,0,0,97.7393617021277,109.707446808511,0,145.833333333333,0,0,227.36085,0,0,0,0,0,0,0,0,0,239.864864864865,0
403226,Bellerose,New York,NY,New York,Queens,133.647798742138,137.80805778263,136.37144625850343,148.72402494758916,157.97190455605252,173.05024838709699,0,275.048606497175,301.64862857142845,331.29570000000007,359.5068394179895,393.7161288071065,398.1311274509805,317.2267293650793,350.162835988344,267.94323177772566,324.9742894674556,334.0752856329352,329.28397640692634,354.0000367746288,361.8137
8731,Fort Hamilton,New York,NY,New York,Kings,0,0,0,228.509249183896,0,0,0,0,350.0,424.77567800413334,0,0,0,0,0,0,0,0,0,0,0
273289,Clinton,New York,NY,New York,New York,0,0,321.486810382916,346.097201767305,0,0,0,0,665.569648753976,901.7020714285715,1005.8675365367966,1143.6945058910164,1213.2656454545456,1007.2127416373723,1006.3597142857143,1043.284014808652,1084.0106072908043,1179.0934705911577,1287.697916609216,1488.3015182971012,1442.62295081967
270835,Financial District,New York,NY,New York,New York,0,0,0,0,0,0,0,0,770.4743560822965,982.658959537572,856.0314426096998,926.2506,1008.7141593201131,1048.9733083333333,879.64324,872.3430161471863,923.6084727272729,972.1191099999999,1113.0948899999999,1246.9007103066117,1276.89961510574
44302,Briarwood,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,0,358.696972150259,0,0,0,0,0,346.045197740113,0,0,0,0,0
193476,Brighton Beach,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,382.5664185326647,498.00001618618944,0,0,0,0,0,0,0,0,0,638.158485958486,0
270797,Auburndale,New York,NY,New York,Queens,0,157.49386268020976,153.32795783298826,180.70697590361442,196.45391250269003,213.5252,0,261.467889908257,322.0082510657596,398.9221758141762,437.96340233687397,391.2897777777778,381.0491679071417,374.7650767544396,364.3990585141933,400.59032307692297,404.2598444008714,385.67090958083827,427.0827730612244,455.1524392360137,478.35505
403206,Flatiron District,New York,NY,New York,New York,0,0,364.069602661597,436.317245658354,0,0,0,0,861.433087460485,1015.4474365504858,1084.0542090909091,1220.9351083333333,1333.3929272727273,1154.0605509900993,1232.8628,1190.496798110591,1293.8872444444444,1404.5507416666667,1588.9610000000002,1876.069890263086,1846.8503635624531
274285,Laurelton,New York,NY,New York,Queens,0,114.39317545187251,118.315120876586,129.01130178571424,135.8994,132.29545634920652,0,197.11188929080552,227.75031463990553,265.5045545454546,319.5923818181819,329.33813557692315,305.65232063492067,0,265.957446808511,0,0,291.149068322981,0,287.087912087912,304.4590643274855
270908,Pelham Gardens,New York,NY,New York,Bronx,0,0,0,107.142857142857,127.70721657192934,0,0,0,212.5611466666666,213.24354657688,256.6066024691357,0,0,0,0,0,0,0,0,0,0
275247,Rosedale,New York,NY,New York,Queens,0,123.20912992424226,112.0215,141.761869083988,152.06785026635364,156.593406593407,0,222.95725146705163,225.77937615702012,273.3444055555555,307.52377997582005,292.397660818713,0,276.699029126214,259.624876604146,0,0,0,0,0,0
21970,Howard Beach,New York,NY,New York,Queens,0,129.024390243902,109.7513668334525,112.39056280049007,0,0,0,211.60623250652748,243.32764999498912,298.55848,293.26115836814233,314.16478531157276,275.624798837826,242.673992673993,287.7285453441405,333.5905719071545,342.963911111111,0,266.8098350451293,272.08946689029773,277.52835
8349,College Point,New York,NY,New York,Queens,0,113.387978142076,0,0,0,0,0,0,307.26173371647496,329.72246581826874,354.796320630749,358.285486215412,0,0,0,333.333333333333,0,322.344322344322,356.260296540362,0,0
270881,Marine Park,New York,NY,New York,Kings,112.197928653625,125.08015,128.401331816383,152.1827775210756,153.446103260648,159.9209666666667,0,0,285.6650774703557,352.1611795225067,380.820947390932,369.9708992181947,0,326.652888056803,342.98362499999996,373.641304347826,0,362.172388028169,374.56280057471275,404.75638141945655,424.25559772727274
270907,Pelham Bay,New York,NY,New York,Bronx,0,0,0,0,0,0,0,0,292.2773376623375,264.264264264264,0,0,0,0,0,0,0,0,0,0,0
273653,Eltingville,New York,NY,New York,Richmond,120.833333333333,114.38196847826087,116.54284166666666,130.18149702702698,139.8333272727273,154.50235454545452,186.2530818181818,218.03872,250.6130453968254,282.65556666666663,297.126075,305.882401043261,278.1006944444445,254.08389110889132,289.6657645527238,250.56357160254666,276.117116980568,269.7967086575534,268.8913296113721,290.5256727272727,297.9773
273478,Douglaston-Little Neck,New York,NY,New York,Queens,0,145.161290322581,164.350998385241,184.2210957488316,0,0,0,0,366.8874383778966,412.49742785003826,447.39336492891,425.247885047847,437.777777777778,408.886022962963,443.9719,456.8793479020978,409.2971912493942,409.28096,446.09353470507585,474.32411111111116,427.1797980933597
270815,Clinton Hill,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722.571143302443,610.39312039312,0,0
195087,Great Kills,New York,NY,New York,Richmond,135.86229946524048,110.18969342438034,108.03571818181817,114.80365833333333,148.2816909090909,162.91349259259255,180.59486,222.32489090909087,244.86006363636363,281.20052727272724,297.53400580645155,324.010889243303,257.6295739130435,271.87815792153333,275.749825,264.21974,295.107466063348,262.8486678104575,251.54715740740733,278.06850000000003,275.99185
4819,Fresh Meadows,New York,NY,New York,Queens,0,137.461300309598,187.5837411392405,160.833104513482,0,265.255292652553,0,0,349.57469912280703,357.4248976800976,423.349056603774,401.82065348005,0,334.5833037549067,456.896551724138,436.507936507937,392.19333566760054,361.358306151986,0,453.0624594891827,0
26254,Oakland Gardens,New York,NY,New York,Queens,0,0,188.06153837209303,0,238.673501087294,230.3891,0,0,340.20225894508525,396.1191684097422,430.221943960511,442.401972222222,0,0,372.8,398.351648351648,433.333333333333,395.198090488878,439.3888879962725,510.60987330712095,0
270964,West Village,New York,NY,New York,New York,0,0,417.5557897435897,511.363636363636,0,0,0,0,852.6961,1142.0797650573832,0,1378.4787294871799,0,1918.76669000026,1355.06677140613,0,0,1451.61290322581,0,1713.04347826087,1738.66090712743
274676,Kew Gardens,New York,NY,New York,Queens,0,0,0,0,0,0,0,0,221.913580246914,0,494.102228047182,0,0,0,0,0,0,0,0,0,0
56840,West Islip,Islip,NY,New York,Suffolk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.247781910009195,0,0,0,0,0,0
403122,Brooklyn Heights,New York,NY,New York,New York,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949.473829201102,1187.41976893453,0,0
403207,Columbus Circle,New York,NY,New York,New York,280.100334448161,0,356.42398333333335,0,0,0,0,0,791.999457939914,944.7521905323215,980.6809444444443,1119.7529179234982,1394.7862331151837,6482.0057058524,1074.1527926646277,1114.17882457265,0,1212.21190371901,1514.28571428571,1382.02325907244,0
270946,Sutton Place,New York,NY,New York,New York,0,0,446.9515814123006,0,489.36170212766,0,0,0,721.9792348687388,886.977625,1153.3537115141949,1260.0114968947676,1327.1004666666668,0,0,0,903.614457831325,1017.47815230961,0,0,0
403203,West Brighton,New York,NY,New York,Richmond,0,99.69494303317538,113.4671001956947,103.247152777778,143.12240308867257,151.24813518518525,165.8511985602146,205.65833481481476,216.73215345010613,252.25276000000002,317.0505442038216,281.55629999999996,281.60375965564964,235.22473961335902,235.8620689655175,0,0,272.51202848760164,219.1449136363635,301.2143844919785,237.5
270969,Wingate,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,0,315.594696969697,0,0,0,0,0,0,0,0,0,0
270853,Heartland Village,New York,NY,New York,Richmond,0,80.76935239401969,87.24553,97.71536,112.28445,134.01060833333332,151.53325999999998,175.75987478009873,213.16882500000006,246.1247,260.90998333333334,258.4540333333333,245.48762603644516,229.24513333333334,237.73293765130978,226.04760048661797,222.19043836550082,231.7229835308796,239.42840000000004,256.2055899204244,266.23543333333333
270846,Gowanus,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,378.080434782609,0,0,0,0,0,696.1831,701.3317950670935,0,0,0,0,0
403220,Prospect Heights,New York,NY,New York,Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,473.445945945946,0,0,0,0,0,0,0
270953,Turtle Bay,New York,NY,New York,New York,0,311.594202898551,327.9422828507296,369.588173178458,435.7843302839065,0,0,0,699.8229772486773,884.1027416666667,939.0143,1053.3452844961234,1240.3964799861735,992.4907539720883,1005.99537643277,1088.3296435763202,1027.7793583333337,1081.901828481683,1207.0854514739185,1283.979001477833,1241.61073825503
270885,Midtown,New York,NY,New York,New York,357.33826358826354,351.351351351351,411.9292588768116,447.8434222222223,553.66667,0,0,0,790.3493527829312,965.506925,1122.9287749999999,1205.0519666666667,1232.31204,1023.8981785429149,1057.2469095238098,1110.7836375000002,1224.2834751918583,1266.3547555555556,1578.3521048451983,1496.00473633182,1572.28421064847
38922,Hauppauge,Islip,NY,New York,Suffolk,0,0,0,126.146788990826,144.124168514412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197303,Port Richmond,New York,NY,New York,Richmond,0,105.05698005698,0,108.62472878787901,109.20096666666666,123.983372275004,172.60969200249932,0,198.7369352212215,217.7097079207921,262.625925293591,282.0889,0,0,0,0,0,0,0,0,0
343223,Baychester,New York,NY,New York,Bronx,0,0,0,0,0,0,0,0,165.692007797271,0,0,0,0,0,0,0,0,0,0,0,0
270951,Tribeca,New York,NY,New York,New York,0,0,326.2398507936507,0,0,0,0,0,820.5873371080139,900.9254181818183,1006.6209864354199,1247.928511881298,1271.0242999999998,1295.794331025641,1072.0483806540337,1205.020214750543,1299.690651351351,1452.0088363636364,1669.4159181818184,1761.67131279793,1783.1401589858933
270810,Carnegie Hill,New York,NY,New York,New York,0,0,481.570512820513,0,0,0,0,0,717.782577393809,993.860322333078,0,0,0,0,0,0,0,0,0,0,0
270952,Tudor City,New York,NY,New York,New York,274.611398963731,327.5635593941315,345.3536523504274,391.81792403100775,469.53183333333334,0,0,0,714.829230619744,901.7716100000001,989.1054804900601,1022.92768959436,0,0,0,953.89507154213,0,1104.35169431157,1114.6917681801401,1235.83934088568,1379.31034482759
272869,Battery Park,New York,NY,New York,New York,0,0,0,0,0,0,0,0,603.9804383606559,664.8662800000001,723.8259925496687,869.1352759527643,978.3545394957982,0,940.5796050387595,880.8828226590107,922.1349180024287,971.8383583333335,1152.3799099999999,1146.810175,1068.5459026494163
50348,Cambria Heights,New York,NY,New York,Queens,0,0,134.082397003745,148.95416995688132,157.25762527233098,0,0,231.600119047619,247.58734642654161,293.153949382716,328.1499,362.96703907621304,0,0,0,0,0,0,0,294.117647058824,0
403228,Hillcrest,New York,NY,New York,Queens,0,0,0,0,0,0,0,298.611111111111,309.967621660244,369.3274625,443.181818181818,0,0,0,0,0,0,0,0,0,0
272785,Arden Heights,New York,NY,New York,Richmond,0,98.29670896536116,95.54699011627909,103.44202258064512,111.21338181818183,140.4399222222222,155.53807272727275,183.55632222222218,200.8858181818182,232.15763333333337,241.00785140532548,240.10889430632503,0,238.59572500000002,247.395833333333,0,213.021824803112,232.96420851817885,226.7523717250323,243.51195861710875,0
196620,New Springville,New York,NY,New York,Richmond,0,0,0,0,121.951219512195,0,0,0,205.298013245033,232.982086777514,0,0,0,0,0,0,0,0,0,0,0
403136,Emerson Hill,New York,NY,New York,Richmond,0,95.7937812826741,93.3195592286501,0,107.5156180954935,0,173.076923076923,223.395613322502,279.784896834687,272.0420296296297,0,0,0,0,0,0,0,263.392857142857,0,0,0
